Title	Author	Description	Content	Published At	URL
Black men are a coveted — somewhat movable — voting bloc. Seven told us how they planned to vote.	Curtis Bunn	The campaigns are putting significant time and attention toward courting Black men, seen as a crucial voting bloc in a tight presidential race. We asked some how they planned to vote.	As Election Day approaches, the campaigns are putting significant time and attention toward courting Black men, seen as a crucial and potentially movable voting bloc in a tight presidential race. Bot… [+14275 chars]	2024-10-20T09:00:00Z	https://www.nbcnews.com/news/nbcblk/black-men-are-coveted-somewhat-movable-voting-bloc-seven-told-us-plann-rcna168489
Trump has made gains with Latino men — why they're voting red and how Harris is addressing it	Didi Martinez	A growing number of Latino men say they will vote Republican in this election cycle, compared with 2020, according to a September NBC News poll.	"Chris Gonzalez, 33, just voted in his first presidential election. The Tucson, Arizona, resident cast his ballot for former President Donald Trump.
I just want the economy to be better, Gonzalez, cu… [+5620 chars]"	2024-10-25T20:19:34Z	https://www.nbcnews.com/news/latino/trump-latino-men-republican-vote-2024-election-harris-rcna177240
Elon Musk raises payment offer to $100 for voters who sign petition backing gun and speech rights	Kat Tenbarge	Billionaire Elon Musk has upped his financial offer for registered swing state voters to sign a conservative-leaning petition.	Billionaire Elon Musk has upped his financial offer for registered swing state voters to sign a conservative-leaning petition. On Thursday, Musk wrote on X that his pro-Trump super PAC would give $10… [+2692 chars]	2024-10-18T17:29:38Z	https://www.nbcnews.com/tech/tech-news/elon-musk-raises-payment-offer-100-voters-sign-petition-rcna176075
Sen. Lindsey Graham to Republicans supporting Harris: ‘What the hell are you doing?’	Alexandra Marquez	"South Carolina GOP Sen. Lindsey Graham on Sunday slammed members of his own party who are supporting Vice President Kamala Harris' presidential bid, telling them, ""What the hell are you doing?"" ""You're supporting the most radical nominee in the history of Ame…"	"South Carolina GOP Sen. Lindsey Graham on Sunday slammed members of his own party who are supporting Vice President Kamala Harris' presidential bid, telling them, ""What the hell are you doing?""
""You… [+2131 chars]"	2024-10-20T13:50:06Z	https://www.nbcnews.com/politics/2024-election/lindsey-graham-republicans-supporting-harris-hell-are-you-doing-rcna176277
Teamsters plead with fellow members to back Harris in battleground state Wisconsin	Natasha Korecki	The Teamsters union in Wisconsin is among the groups urging members to support Democrats, who they say have stood with labor.	OSHKOSH, Wisconsin  On a crisp fall morning last week, a UPS worker donning a brown uniform rushed toward the warehouse here to start his shift when a group of fellow Teamsters handed him campaign li… [+8643 chars]	2024-10-24T21:11:09Z	https://www.nbcnews.com/politics/2024-election/teamsters-plea-battleground-state-wisconsin-fellow-members-back-harris-rcna177116
Trump says he's the 'father of IVF' — and that he just recently learned what it is	Dareh Gregorian and Annemarie Bonner	"Trump declared he was ""the father of IVF"" during a Fox News town hall, while also saying he just recently discovered what the decades-old procedure actually is."	"Former President Donald Trump declared he was ""the father of IVF"" during a Fox News town hall that aired Wednesday, while also saying he just recently discovered what the decades-old procedure actual… [+5853 chars]"	2024-10-17T20:47:34Z	https://www.nbcnews.com/politics/2024-election/trump-says-father-ivf-recently-learned-rcna175940
Texas 'shaken baby syndrome' execution and One Direction's Liam Payne dies: Morning Rundown	Elizabeth Robinson	Robert Roberson, Texas execution, Liam Payne death, Argentina hotel, Russian propaganda, Kamala Harris Fox News interview, early voting data, Disney tickets	A Texas inmate is set to die in what would be the nations first execution involving shaken baby syndrome. One Direction member Liam Payne dies at the age of 31. And some meteorologists say theyre rec… [+9570 chars]	2024-10-17T11:06:10Z	https://www.nbcnews.com/news/texas-shaken-baby-syndrome-liam-payne-dies-morning-rundown-rcna175866
Full transcript: Vice President Kamala Harris interviewed by NBC News' Hallie Jackson	NBC News	Vice President Kamala Harris was interviewed Tuesday by NBC News' Hallie Jackson at the Naval Observatory in Washington, D.C.	"Vice President Kamala Harris was interviewed Tuesday by NBC News' Hallie Jackson at the Naval Observatory in Washington, D.C. 
Read the full transcript: 
JACKSON: Thank you, Madam Vice President, f… [+23386 chars]"	2024-10-22T22:41:59Z	https://www.nbcnews.com/politics/2024-election/transcript-president-kamala-harris-interview-nbc-news-hallie-jackson-rcna176330
Trump plans to pressure police departments to help with mass deportations	Julia Ainsley and Garrett Haake and Laura Strickler and Didi Martinez	As Trump promises the largest mass deportation of undocumented immigrants in US history if re-elected, his team is considering withholding federal police grants from local law enforcement agencies that decline to take part in the deportations.	As Donald Trump promises the largest mass deportation of undocumented immigrants in U.S. history if re-elected, his team is considering withholding federal police grants from local law enforcement ag… [+4414 chars]	2024-10-30T10:45:33Z	https://www.nbcnews.com/politics/2024-election/trump-considering-halting-federal-grants-police-decline-conduct-mass-d-rcna177541
Hamas leader Yahya Sinwar killed and NOAA winter weather forecast: Morning Rundown	Elizabeth Robinson	Yahya Sinwar, Benjamin Netanyahu, NOAA winter weather forecast, Phoenix heat wave, Robert Roberson, shaken baby syndrome, Trump father of IVF, Jan. 6 day of love	The death of Hamas leader Yahya Sinwar opens a window of opportunity for Israel to end the war in Gaza. The Texas Supreme Court halted the execution of an inmate in a shaken baby syndrome case. And t… [+8694 chars]	2024-10-18T11:06:55Z	https://www.nbcnews.com/news/hamas-yahya-sinwar-winter-weather-morning-rundown-rcna176059
U.S. allies, haunted by past Trump insults, race to delete posts and praise election victor	Hannah Peart	Haunted by their past critiques regarding President-elect Donald Trump, U.S. allies are rushing to make diplomatic U-turns by deleting posts and brushing over their prior scathing remarks.	Donald Trump's presidential victory means some U.S. allies may have to reckon with prior scathing remarks as their countries prepare to build diplomatic ties with a president-elect whose return they … [+3221 chars]	2024-11-07T19:40:41Z	https://www.nbcnews.com/news/world/us-allies-haunted-trump-insults-race-delete-posts-praise-election-vict-rcna179080
In Michigan, Democratic enthusiasm competes with disaffection	Alex Seitz-Wald and Henry J. Gomez and Shaquille Brewster	As she faces dissent from parts of the traditional Democratic base, Kamala Harris is counting on expanded support from suburban voters and former Republicans.	DETROIT  As she faces dissent from some parts of the traditional Democratic base, Vice President Kamala Harris is counting on expanded support from suburban voters and former Republicans to overcome … [+8138 chars]	2024-10-27T09:00:00Z	https://www.nbcnews.com/politics/2024-election/michigan-democratic-disaffection-kamala-harris-israel-lebanon-rcna176508
Pennsylvania Gov. Shapiro: Law enforcement should 'take a look at' Elon Musk voter payments	Alexandra Marquez and Dasha Burns	"Pennsylvania Gov. Josh Shapiro on Sunday said that tech mogul Elon Musk's plan to give money to registered voters in Pennsylvania is ""deeply concerning"" and ""it's something that law enforcement could take a look at"" during an interview on NBC News' ""Meet the …"	"Pennsylvania Gov. Josh Shapiro on Sunday said that tech mogul Elon Musk's plan to give money to registered voters in Pennsylvania is ""deeply concerning"" and ""it's something that law enforcement could… [+3228 chars]"	2024-10-20T14:42:23Z	https://www.nbcnews.com/politics/2024-election/pennsylvania-gov-shapiro-law-enforcement-take-look-elon-musk-voter-pay-rcna176279
Trump has promised lower interest rates. That will be largely out of his control.	Shannon Pettypiece	While Trump has sought to pressure the Fed to cut rates, consumer rates on mortgages and other loans are determined by a range of factors largely outside of the president’s control.	"WASHINGTON As a candidate, Donald Trump promised to relieve consumers of high interest rates. As president, doing so will likely be a slow process largely outside of his control.
Trump repeatedly sa… [+5951 chars]"	2024-11-09T18:00:00Z	https://www.nbcnews.com/politics/2024-election/trump-promised-lower-interest-rates-will-largely-control-rcna179285
Trump's closing argument and McDonald's E.coli outbreak: Morning Rundown	Elizabeth Robinson	Kamala Harris, CNN town hall, fascist, McDonald's E. coli outbreak onions, Boeing strike, Ozempic, Grizzly 399, Gaza refugees, holiday gift ideas	Donald Trump isnt sticking to his campaigns closing argument. McDonalds identifies the likely source of a deadly E. coli outbreak. And Boeing workers stay on strike after rejecting a deal that includ… [+8067 chars]	2024-10-24T11:09:02Z	https://www.nbcnews.com/news/trumps-campaign-mcdonalds-ecoli-morning-rundown-rcna176985
'Feels kind of weird': Vance reflects and looks ahead as his VP campaign ends	Henry J. Gomez and Alec Hernández	Sen. JD Vance, who says running as Trump's VP pick has cost him friends, is wrapping up his by asking voters to not let political differences come between them.	FLINT, Mich. Sen. JD Vance, who says his partnership with Donald Trump has cost him friends, is wrapping up his campaign for vice president by asking voters to not let their political differences com… [+7866 chars]	2024-11-04T22:15:42Z	https://www.nbcnews.com/politics/2024-election/feels-kind-weird-vance-reflects-looks-ahead-vp-campaign-ends-rcna178606
Democratic Latino groups wrestle with Trump's election gains	Suzanne Gamboa	A group of Democratic-leaning advocates say their polling shows that Trump did not win a majority of Latino men and that Latinos still support progressive policies.	After Republican President-elect Donald Trumps dramatic performance with Latino voters, a coalition of Democratic-leaning Latino groups is grappling with the shift and trying to reconcile it with the… [+7776 chars]	2024-11-14T23:24:41Z	https://www.nbcnews.com/news/latino/trump-latino-support-polls-hispanic-vote-2024-election-rcna179932
Incoming Trump admin is eyeing new immigrant detention centers near major U.S. cities	Julia Ainsley and Laura Strickler and Didi Martinez	The incoming Trump administration is eyeing locations and talking to private prison firms about drastically expanding the scale of immigrant detention centers.	The incoming Trump administration is considering locations and talking to private prison companies about drastically expanding immigrant detention centers that would hold immigrants before they are d… [+3680 chars]	2024-11-13T00:18:05Z	https://www.nbcnews.com/politics/immigration/incoming-trump-admin-eyeing-new-immigrant-detention-centers-major-us-c-rcna179843
Opinion: Trump said so many stupid things this week, I decided to just round them up	Sara Pequeño, USA TODAY	We're nearly two weeks away from the 2024 presidential election, and Donald Trump is growing more unhinged by the minute.	Were less than three weeks to the 2024 presidential election, and Donald Trump is growing more unhinged by the minute. In this week alone, hes said enough outrageous things that would hurt any other … [+5311 chars]	2024-10-19T08:03:39Z	https://www.usatoday.com/story/opinion/columnist/2024/10/19/election-trump-lies-immigrants-abortion-record/75719502007/
Stocks soared on news of Trump's election. Bonds sank. Here's why.	Daniel de Visé, USA TODAY	Stocks and bonds went in different directions as Donald Trump emerged victorious in the 2024 election.	"As Donald Trump emerged victorious in the presidential election Wednesday, stock prices soared.
As the stock market rose, the bond market fell.
Stocks roared to record highs Wednesday in the wake o… [+4293 chars]"	2024-11-09T10:09:48Z	https://www.usatoday.com/story/money/2024/11/09/trump-win-bond-market/76137769007/
At Wisconsin Harris rally, Obama warns of 'older, loonier Donald Trump'	Joey Garrison, USA TODAY	Former President Barack Obama questioned the mental competency of Donald Trump at a Harris campaign rally Tuesday in Madison, Wisconsin.	"WASHINGTON Former President Barack Obama questioned the mental competency of his successor and the current Republican nominee, warning Tuesday the country cant afford an ""older, loonier Donald Trump.… [+2592 chars]"	2024-10-22T21:56:42Z	https://www.usatoday.com/story/news/politics/elections/2024/10/22/barack-obama-trump-warning/75798315007/
Election 2024 live updates: Donald Trump holds rally in Madison Square Garden	Marina Pitofsky, David Jackson, Zac Anderson and Mike Snider, USA TODAY	Former President Donald Trump is headlining a hometown rally at New York City's Madison Square Garden on Sunday night.	"Former President Donald Trump is headlining a hometown rally at New York City's Madison Square Garden on Sunday night.
Trump, born in Queens, New York, likely won't win the dark-blue Empire State on… [+3826 chars]"	2024-10-27T19:09:49Z	https://www.usatoday.com/story/news/politics/elections/2024/10/27/election-2024-live-updates-trump-madison-square-garden/75880288007/
People react to Vanity Fair cover of Donald Trump after presidential election win	Amaris Encinas, USA TODAY	Vanity Fair's Wednesday cover of Donald Trump sparked discourse online, following his victory over Vice President Kamala Harris on Tuesday.	"The most recent Vanity Fair issue has sparked some online chatter this week, following former President Donald Trump's victory on Tuesday.
Vanity Fair, a publication known for its entertainment and … [+1374 chars]"	2024-11-07T21:01:07Z	https://www.usatoday.com/story/news/politics/elections/2024/11/07/donald-trump-vanity-fair-cover/76112602007/
Kamala Harris scheduled to deliver 2024 campaign 'closing argument' at National Mall	Phillip M. Bailey, USA TODAY	Vice President Kamala Harris plans to make her 'closing argument' against her 2024 rival, former President Donald Trump.	"Vice President Kamala Harris will deliver a ""closing argument"" for why she believes she should be voters' choice in the 2024 election on the National Mall next Tuesday, according to a senior campaign… [+1883 chars]"	2024-10-23T23:22:53Z	https://www.usatoday.com/story/news/politics/elections/2024/10/23/harris-closing-argument-national-mall-2024-campaign/75814840007/
Aliens, North Korea, election interference: Takeaways from Trump's Rogan appearance	Karissa Waddick, USA TODAY	"Donald Trump's nearly three hour appearance on ""The Joe Rogan Experience"" was aimed at targeting young, male voters."	"This story has been updated to add additional context. 
Republican presidential nominee Donald Trump recorded a nearly three-hour long interview with mega-podcaster Joe Rogan on Friday, discussing e… [+7254 chars]"	2024-10-26T17:14:12Z	https://www.usatoday.com/story/news/politics/elections/2024/10/26/joe-rogan-donald-trump-aliens-north-korea/75864009007/
2024 US election results: Which states did Trump, Harris win? See Electoral College map	Gabe Hauari and Julia Gomez, USA TODAY	Donald Trump is returning to the White House after a decisive victory over Vice President Kamala Harris. Here's which states he won.	"Donald Trump is returning to the White House as voters handed him a decisive victory over Vice President Kamala Harris in the 2024 presidential election.
The race was called early Wednesday morning,… [+1563 chars]"	2024-11-07T17:37:18Z	https://www.usatoday.com/story/news/politics/elections/2024/11/07/2024-electoral-college-map-results/76108094007/
Who's in? Who's out? The cast of characters who could end up in Trump's new administration	Michael Collins, USA TODAY	Donald Trump has a long list of familiar faces who are ready to serve in his new administration. Others aren’t interested.	"WASHINGTON The election is over. Now comes the real work.
President-elect Donald Trumps victory over Vice President Kamala Harris in Tuesdays election marked the end of a long, divisive campaign tha… [+7997 chars]"	2024-11-06T19:37:56Z	https://www.usatoday.com/story/news/politics/elections/2024/11/06/donald-trump-administration-options-outlook/76090491007/
Trump promises Michigan crowd that he will revive auto industry, stem immigration	Riley Beggin, USA TODAY	Former President Donald Trump touted his plans to boost the auto industry and curb immigration during a rally in Traverse City, Michigan.	"Former President Donald Trump touted his plans to boost the auto industry and curb immigration during a rally in Traverse City, Michigan at 10:30 p.m. Friday night after a three-hour delay.
Several … [+3656 chars]"	2024-10-26T03:44:29Z	https://www.usatoday.com/story/news/politics/2024/10/25/trump-promises-michigan-crowd-that-he-will-revive-auto-industry/75855867007/
'I'm not that close to 80': Trump on defense on age ahead of visit to Steelers game	Aysha Bagchi, USA TODAY	Donald Trump defended himself against attacks on his age at a town hall event in Pennsylvania with just over two weeks left until the election.	Republican presidential nominee Donald Trump pushed back against attacks on his age during a campaign event in the battleground state of Pennsylvania on Sunday that came between a visit handing out f… [+6355 chars]	2024-10-21T00:50:16Z	https://www.usatoday.com/story/news/politics/elections/2024/10/20/trump-lancaster-pennsylvania-town-hall-steelers/75767714007/
RFK Jr. asks Supreme Court to take him off Wisconsin ballot, despite missing deadline	Maureen Groppe, USA TODAY	Robert F. Kennedy Jr., who endorsed Donald Trump after ending his independent bid, has tried to get off the ballots in battleground states	WASHINGTON Robert F. Kennedy Jr. has asked the Supreme Court to take his name off the presidential ballot in Wisconsin in an emergency petition filed weeks after hundreds of thousands of ballots have… [+1904 chars]	2024-10-23T22:22:46Z	https://www.usatoday.com/story/news/politics/elections/2024/10/23/rfk-jr-asks-supreme-court-wisconsin-ballot/75814391007/
Election 2024 live updates: Harris, Trump hit Pennsylvania, Georgia; latest polls	Marina Pitofsky, USA TODAY	Vice President Kamala Harris and former President Donald Trump are focusing on two pivotal swing states on Wednesday: Georgia and Pennsylvania.	"Vice President Kamala Harris and former President Donald Trump are focusing on two pivotal swing states on Wednesday: Georgia and Pennsylvania.
Harris will take questions from voters at a town hall … [+1889 chars]"	2024-10-23T10:05:07Z	https://www.usatoday.com/story/news/politics/elections/2024/10/23/election-2024-live-updates-harris-trump/75798623007/
'This video is fake': Pennsylvania officials say viral video of destroyed ballots for Trump a hoax	Chris Ullery, Bucks County Courier Times	A video depicting mail ballots for former President Donald Trump being destroyed is being investigated as a hoax by law enforcement, officials said.	"The Bucks County District Attorney's Office said a viral video spreading online that appears to show mail ballots being destroyed in the Philadelphia suburb is a hoax.
""The Bucks County Board of Ele… [+3497 chars]"	2024-10-24T23:28:25Z	https://www.usatoday.com/story/news/politics/elections/2024/10/24/pennsylvania-fake-ballot-video-trump-harris-2024/75831662007/
New evidence unsealed of how Trump's Jan. 6, 2021 rally was funded	Bart Jansen, Josh Meyer and Aysha Bagchi, USA TODAY	A 1,900-page trove of evidence released in Donald Trump's election interference case shows how he paid supporters to attend his rally Jan. 6, 2021.	"WASHINGTON A trove of new records released in the federal election-interference case against former President Donald Trump described how money was spent on Trump's ""Stop the Steal"" rally near the Whi… [+8244 chars]"	2024-10-18T18:45:57Z	https://www.usatoday.com/story/news/politics/elections/2024/10/18/donald-trump-election-interference-case-new-evidence/75714784007/
Biden and Trump to meet Wednesday at the White House	Riley Beggin, USA TODAY	It will mark Trump's first return to Washington, D.C. since being elected the 47th president.	"WASHINGTON President Joe Biden and President-elect Donald Trump will meet on Wednesday in the Oval Office.
The meeting will take place at 11:00 a.m., Biden press secretary Karine Jean-Pierre said in… [+231 chars]"	2024-11-09T16:37:59Z	https://www.usatoday.com/story/news/politics/elections/2024/11/09/biden-trump-meet-wednesday/76157150007/
Microphone malfunction: Trump waits on stage for 18 minutes during 'technical difficulties'	Darren Samuelsohn, USA TODAY	The GOP nominee was in the middle of a riff about the economy in Michigan's largest city when his microphone cut out - for about 18 minutes.	Donald Trump's rally in Detroit hit a snag on Friday night when the audio stopped working and the Republican presidential nominee passed the time walking around on the stage for about 18 minutes wait… [+2184 chars]	2024-10-19T01:26:27Z	https://www.usatoday.com/story/news/politics/elections/2024/10/18/trump-microphone-problem-detroit/75742522007/
Joe Rogan, Harrison Ford, Megyn Kelly among late celebrity endorsements before Election Day 2024	Natalie Neysa Alund, USA TODAY	Joe Rogan, Harrison Ford and Megyn Kelly were among the notable figures sharing last-minute endorsements in the U.S. presidential race.	"It's Election Day, America.
As millions of voters across the country cast their ballots, Vice President Kamala Harris and former President Donald Trump hope to learn whether they'll be the 47th pres… [+3054 chars]"	2024-11-05T15:52:19Z	https://www.usatoday.com/story/news/politics/elections/2024/11/05/celebrity-endorsements-election-day-kamala-harris-donald-trump/76062974007/
‘Blue wall’ election results 2024: See latest vote counts in Pennsylvania, Michigan, Wisconsin	Anthony Robledo, USA TODAY	"For Vice President Kamala Harris to win the White House she would need to attain the ""blue wall"" trifecta states Pennsylvania, Michigan and Wisconsin."	"As former President Donald Trump builds towards the 270 electoral votes needed for another presidential term, all eyes in Vice President Kamala Harris' campaign are focused on the crucial ""blue wall""… [+1784 chars]"	2024-11-06T05:23:24Z	https://www.usatoday.com/story/news/politics/elections/2024/11/06/blue-wall-election-results-pennsylvania-michigan-wisconsin/76084677007/
Harris, Trump locked in dead heat in battleground Wisconsin, new exclusive poll says	Rebecca Morin, USA TODAY	Wisconsin voters still evenly split between Trump-Harris. She has a slight edge in bellwether Door County.	"Former President Donald Trump and Vice President Kamala Harris are locked in a dead heat in the battleground state of Wisconsin, according to an exclusive new USA TODAY/Suffolk University poll.
With… [+7061 chars]"	2024-10-28T09:13:35Z	https://www.usatoday.com/story/news/politics/elections/2024/10/28/poll-harris-trump-dead-heat-battleground-wisconsin/75845037007/
McConnell called Trump 'despicable' and a 'narcissist,' cried after Capitol riot, new book says	Riley Beggin, USA TODAY	The biography from the Associated Press' Michael Tackett will be released shortly before Election Day.	"WASHINGTON Senate Republican Leader Mitch McConnell privately described then-President Donald Trump as ""stupid as well as being ill-tempered,"" ""despicable"" and a ""narcissist,"" after the 2020 election… [+3753 chars]"	2024-10-17T19:34:11Z	https://www.usatoday.com/story/news/politics/elections/2024/10/17/mcconnell-trump-despicable-narcissist-book/75718305007/
Dana White goes full MAGA during Donald Trump victory speech, thanks 'mighty and powerful Joe Rogan'	Simon Samano	Unsurprisingly, UFC CEO Dana White reveled in Donald Trump's election win as he addressed the crowd at Mar-a-Lago.	"Despite his status as a political pariah four years ago, former President Donald Trump pulled off a decisive victory over Vice President Kamala Harris as he was elected to another term Wednesday.
Tr… [+2061 chars]"	2024-11-06T16:30:49Z	https://mmajunkie.usatoday.com/2024/11/2024-election-dana-white-donald-trump-victory-speech-thanks-joe-rogan
Kamala Harris to make appeal to swing state Republicans	Sarah D. Wire, USA TODAY	Harris and Cheney hit Pennsylvania, Michigan and Wisconsin Monday.	Democratic presidential nominee Kamala Harris will make a three state swing with former Rep. Liz Cheney (R-Wyo.) Monday with stops in the key suburban counties of Chester County, Pa., Oakland County,… [+1680 chars]	2024-10-19T16:43:13Z	https://www.usatoday.com/story/news/politics/elections/2024/10/19/kamala-harris-liz-cheney/75751893007/
Democrats' working-class exodus sets off reckoning within party	Joey Garrison, USA TODAY	Democrats have long prided themselves as the party of the little guy. But Trump's victory saw working-class voters continue to flock from Democrats.	WASHINGTON Demoralized Democrats are soul-searching and blaming each other after President-elect Donald Trump's resounding election victory exposed erosion among working-class support for Democrats t… [+11358 chars]	2024-11-09T10:08:02Z	https://www.usatoday.com/story/news/politics/elections/2024/11/09/democrats-working-class-exodus-sets-off-reckoning-within-party/76117107007/
How long are US House and Senate terms? Here's what's on ballots in 2024 election	Victor Hagan, USA TODAY	Along with voting for the president, Election Day also means voting for both chambers of Congress: the U.S. Senate and House of Representatives.	Along with voting for the president, Election Day also means voting for both chambers of Congress: the U.S. Senate and House of Representatives. Congressional elections determine who represents your … [+1806 chars]	2024-10-21T18:38:48Z	https://www.usatoday.com/story/news/politics/elections/2024/10/21/how-long-are-us-house-senate-terms/75777039007/
Russian smear of Tim Walz hits internet ahead of US election	Josh Meyer, USA TODAY	US intelligence officials say they're concerned about more foreign smear campaigns, efforts to meddle and provoke violence after polls close Nov. 5.	WASHINGTON U.S. intelligence officials say Russia is behind a fake video smearing Democratic vice-presidential nominee Tim Walz with false sexual abuse allegations as part of an election interference… [+4017 chars]	2024-10-23T19:40:26Z	https://www.usatoday.com/story/news/politics/elections/2024/10/23/russia-tim-walz-us-election-meddling/75809242007/
Will Donald Trump attend UFC 309? Fighters expect President-elect to be there	Simon Samano	It's become a sort of tradition for Donald Trump to attend the biggest of UFC events, but will that be the case for UFC 309?	"It’s become a sort of tradition for Donald Trump to attend the biggest of UFC events. Will that be the case for UFC 309?
Combat sports events don’t get much bigger than when they take place at Madis… [+2811 chars]"	2024-11-13T12:00:55Z	https://mmajunkie.usatoday.com/2024/11/donald-trump-ufc-309-attendance
ABC poll: Immigration, abortion see highest partisan splits in importance	James Powel, USA TODAY	An ABC News poll conducted by Ipsos found that more Republicans than Democrats find immigration highly important, and the inverse on abortion.	The latest poll conducted by Ipsos and Langer Research for ABC News found that the widest gap between Democrats and Republicans on what issues are considered important were over abortion and immigrat… [+2988 chars]	2024-10-27T19:38:30Z	https://www.usatoday.com/story/news/politics/elections/2024/10/27/abc-news-poll-abortion-immigration/75879134007/
Will Donald Trump be at the Penn State-Ohio State game?	Nittany Lions Wire	It appears likely Donald Trump will be attending the Penn State-Ohio State game.	Just days before Election Day, a presidential candidate is reportedly making plans to attend one of the games of the year in Happy Valley. Republican nominee and former President Donald Trump has rep… [+1899 chars]	2024-10-27T16:30:38Z	https://nittanylionswire.usatoday.com/2024/10/27/will-donald-trump-be-at-the-penn-state-ohio-state-game/
Donald Trump's Mar-a-Lago news conference: Date, time, how to watch	USA TODAY	Former President Donald Trump is scheduled to speak at Mar-a-Lago early Tuesday as the election enters its final days.	"As Vice President Kamala Harris hosts a rally in Washington D.C. a week before Election Day, former President Donald Trump will address the media Tuesday morning.
Both presidential candidates look t… [+1336 chars]"	2024-10-29T08:06:21Z	https://www.usatoday.com/story/news/politics/elections/2024/10/29/donald-trump-mar-a-lago-news-conference/75904292007/
Amid deepening gender divide, Kamala Harris leans into women’s rights	Rebecca Morin, USA TODAY	Harris champions reproductive freedom, but abortion rights don’t rank high with men — only 2% said it was their top issue in a recent poll.	"HOUSTON Do we trust women? Vice President Kamala Harris asked a roaring crowd of 30,000 attendees at Shell Energy Stadium on Friday.
With just 11 days until the Nov. 5 election, Harris leaned into a… [+3861 chars]"	2024-10-26T04:33:59Z	https://www.usatoday.com/story/news/politics/elections/2024/10/26/kamala-harris-womens-rights-deepening-gender-divide/75858964007/
S&P 500 and Nasdaq extend rally after Fed cuts rates and hints at more ahead. Dow ends flat	Medora Lee, USA TODAY	The Dow ends flat but S&P 500 and Nasdaq add to their steep post-election gains after the Fed trims rates and hints at more though pace is uncertain.	"U.S. stocks mostly extended their big post-election rally on Thursday, with all three major indexes touching record highs during the session after the Federal Reserve trimmed interest rates.
The Fed… [+2714 chars]"	2024-11-08T12:30:16Z	https://www.usatoday.com/story/money/personalfinance/2024/11/08/sp-500-nasdaq-dow-levels-fed-rate-cuts/76116585007/
Freedom Caucus leader wants NC to preemptively award electoral votes to Trump...	usa today		Rep. Andy Harris, R-Md., says North Carolina’s legislature should consider awarding Electoral College votes to Donald Trump.	2024-10-25T21:00:03Z	https://www.usatoday.com/story/news/politics/elections/2024/10/25/freedom-caucus-nc-electoral-votes-trump/75843860007/
Blinken entourage rushes to shelter amid Hezbollah attack on Tel Aviv | The Excerpt	Taylor Wilson, USA TODAY	An audit finds noncitizens were only 1 in 400,000 registered Georgia voters. Plus, a Boeing strike continues. It's all on The Excerpt.	On Thursday's episode of The Excerpt podcast: Secretary of State Anthony Blinken is visiting the Middle East this week, amid heightened tensions. North Korean troops are in Russia, according to the U… [+16451 chars]	2024-10-24T15:43:58Z	https://www.usatoday.com/story/news/world/2024/10/24/blinken-entourage-rushes-to-shelter-in-tel-aviv-the-excerpt/75820904007/
What does it mean to ‘crash out’? A look at the phrase and why it’s rising in popularity	Greta Cross, USA TODAY	"Following the election, social media users are posting videos about being on the verge of ""crashing out"" because they are upset their candidate lost."	"A new slang phrase is making its way around social media, specifically following the results of the 2024 presidential election.
""Crash out"" has been in the Gen Alpha and Gen Z vernacular for several… [+3552 chars]"	2024-11-08T00:20:08Z	https://www.usatoday.com/story/news/nation/2024/11/07/crash-out-slang-social-media-trend-tiktok/76117046007/
Former Kamala Harris aide says Joe Biden should resign so she can serve as 47th president	George Fabe Russell, USA TODAY NETWORK	Former Harris communications director Jamal Simmons said on CNN that Joe Biden could step down, allowing Kamala Harris to serve as the 47th president.	Jamal Simmons, a former communications director for Kamala Harris, made an unlikely suggestion about how the vice president might still have a chance of becoming president in 2024: If Joe Biden steps… [+2672 chars]	2024-11-10T21:25:37Z	https://www.usatoday.com/story/news/politics/elections/2024/11/10/jamal-simmons-joe-biden-kamala-harris/76182658007/
New evidence unsealed of how Trump's Jan. 6, 2021 rally was funded | The Excerpt	Taylor Wilson, USA TODAY	A drone found Hamas leader Yahya Sinwar. Also, how some employers are asking their current employees to do more. It's all on The Excerpt.	On Saturday's episode of The Excerpt podcast: New evidence has been unsealed into how former President Donald Trump's Jan. 6 rally was funded. USA TODAY National Correspondent Will Carless looks back… [+15203 chars]	2024-10-21T14:52:28Z	https://www.usatoday.com/story/news/nation/2024/10/21/evidence-how-trump-jan-6-2021-rally-funded-the-excerpt/75776017007/
Kamala Harris to hold campaign rally in Washington DC a week before Election Day	USA TODAY	With less than a week to go before Election Day, Vice President Kamala Harris will hold a Tuesday rally in Washington D.C.	"Vice President Kamala Harris is scheduled to deliver a speech in Washington, D.C., on Tuesday, one week before Election Day.
Harris rally comes as the election hangs on a knifes edge, with polls in … [+1391 chars]"	2024-10-29T08:06:11Z	https://www.usatoday.com/story/news/politics/elections/2024/10/29/kamala-harris-rally-washington-dc/75903483007/
Dot printed near Harris on ballot would not invalidate vote for someone else | Fact check	Nate Trela, USA TODAY	Kentucky officials say a preprinted dot marking Kamala Harris for president on a ballot would not prevent voters from choosing someone else.	"The claim: Dot by Kamala Harriss name on Kentucky ballot invalidates votes for any other presidential candidate
A Nov. 4 Facebook post (direct link, archive link) includes an image of a ballot with … [+4393 chars]"	2024-11-05T23:42:14Z	https://www.usatoday.com/story/news/factcheck/2024/11/05/kentucky-ballot-dot-fact-check/76073411007/
